,date,open,high,low,close,volume,average,barCount,RSI,EMA_9,EMA_26,ATR,roll_max_vol,EMA_9-EMA_26,bar_num,OBV,obv_slope,ES_C_close,ES_P_close
11,2020-11-20 06:36:00,3575.25,3575.75,3575.0,3575.25,641.0,3575.325,161.0,38.56124044519723,3575.6094321330606,3576.4796840159374,0.9471363634516555,1788.0,-0.8702518828768007,1.0,-94.0,-19.753270324681687,27.75,27.25
12,2020-11-20 06:37:00,3575.25,3575.5,3575.0,3575.5,674.0,3575.325,127.0,46.995463400134355,3575.5875457064485,3576.4071148295716,0.9247795452790728,1788.0,-0.819569123123074,1.0,580.0,-18.950974287714597,27.75,27.25
13,2020-11-20 06:38:00,3575.5,3575.5,3575.0,3575.25,631.0,3575.325,105.0,40.112271094298166,3575.520036565159,3576.3214026199735,0.9035405680151192,1788.0,-0.8013660548144799,1.0,-51.0,-24.62799807147766,27.75,27.25
14,2020-11-20 06:39:00,3575.25,3575.25,3574.5,3575.0,419.0,3575.025,146.0,33.90491524404291,3575.4160292521274,3576.2235209444198,0.8958635396143633,1788.0,-0.8074916922923876,1.0,-470.0,-15.114660973876145,27.5,27.5
15,2020-11-20 06:40:00,3575.0,3575.0,3573.25,3573.5,973.0,3573.9,277.0,15.692204040525375,3575.032823401702,3576.0217786522403,0.938570362633645,1788.0,-0.9889552505383108,-1.0,-1443.0,-36.5413161237539,26.75,28.25
16,2020-11-20 06:41:00,3573.5,3573.75,3573.0,3573.75,483.0,3573.475,139.0,24.17753172954385,3574.7762587213615,3575.8534987520743,0.9291418445019628,1788.0,-1.077240030712801,-1.0,-960.0,-41.48412176048958,26.875,28.125
17,2020-11-20 06:42:00,3574.0,3574.0,3573.0,3573.25,269.0,3573.35,115.0,19.31702871356131,3574.471006977089,3575.6606469926614,0.9326847522768646,1788.0,-1.1896400155724223,-1.0,-1229.0,-39.276852617964934,26.75,28.375
18,2020-11-20 06:43:00,3573.5,3573.5,3573.25,3573.25,350.0,3573.35,96.0,19.317028713561307,3574.226805581671,3575.4820805487607,0.8985505146630214,1788.0,-1.2552749670894627,-1.0,-1229.0,-28.194601819341276,26.75,28.375
19,2020-11-20 06:44:00,3573.25,3573.5,3572.75,3573.5,587.0,3573.2,176.0,30.268844871835476,3574.081444465337,3575.335259767371,0.8911229889298703,1788.0,-1.253815302034127,-1.0,-642.0,33.65043247412731,26.75,28.375
20,2020-11-20 06:45:00,3573.25,3573.5,3573.0,3573.25,338.0,3573.25,126.0,25.878026888460532,3573.9151555722697,3575.180796080899,0.8715668394833769,1788.0,-1.2656405086295308,-1.0,-980.0,20.442575660350577,26.75,28.625
21,2020-11-20 06:46:00,3573.0,3573.25,3572.75,3573.0,419.0,3573.025,142.0,21.905918682039292,3573.7321244578156,3575.0192556304623,0.8529884975092081,1788.0,-1.2871311726466956,-2.0,-1399.0,-2.752921054402594,26.625,28.625
22,2020-11-20 06:47:00,3573.0,3573.5,3573.0,3573.5,277.0,3573.3,110.0,43.56278062187135,3573.6856995662524,3574.906718176354,0.8353390726337476,1788.0,-1.2210186101015097,-2.0,-1122.0,-16.00935321012471,26.875,28.375
23,2020-11-20 06:48:00,3573.75,3574.0,3573.5,3573.75,301.0,3573.7,113.0,51.89969359236625,3573.698559653002,3574.821035348476,0.8185721190020603,1788.0,-1.122475695473895,-2.0,-821.0,-14.799432070060108,27.0,28.25
24,2020-11-20 06:49:00,3574.0,3575.0,3574.0,3574.25,535.0,3574.475,174.0,64.87234672196773,3573.808847722402,3574.778736433774,0.8401435130519573,1788.0,-0.9698887113722776,-2.0,-286.0,35.243454844923654,27.25,27.875
25,2020-11-20 06:50:00,3574.25,3574.25,3573.75,3574.25,356.0,3574.125,104.0,64.87234672196773,3573.8970781779217,3574.739570772013,0.8231363373993595,1788.0,-0.8424925940912544,-2.0,-286.0,47.737955152035475,27.25,27.875
26,2020-11-20 06:51:00,3574.25,3574.25,3573.75,3573.75,817.0,3574.025,141.0,45.63955307875048,3573.8676625423373,3574.6662692333452,0.8069795205293915,973.0,-0.7986066910079899,-2.0,-1103.0,15.331639792529664,27.0,28.125
27,2020-11-20 06:52:00,3574.0,3574.25,3573.5,3573.75,895.0,3573.95,173.0,45.63955307875049,3573.84413003387,3574.5983974382825,0.804130544502922,973.0,-0.7542674044125306,-2.0,-1103.0,-34.06389148206773,27.0,28.125
28,2020-11-20 06:53:00,3573.75,3574.0,3572.75,3572.75,738.0,3573.375,145.0,23.690730253602293,3573.625304027096,3574.461479109521,0.8264240172777759,973.0,-0.836175082425143,-2.0,-1841.0,-45.289610853700786,26.5,28.625
29,2020-11-20 06:54:00,3572.75,3573.0,3572.5,3573.0,794.0,3572.9,190.0,33.66063844506628,3573.5002432216766,3574.3532213977046,0.810102816413887,973.0,-0.8529781760280457,-2.0,-1047.0,-30.171598749384184,26.5,28.625
30,2020-11-20 06:55:00,3572.75,3573.0,3572.0,3572.5,863.0,3572.475,181.0,25.373073456617195,3573.3001945773412,3574.2159457386156,0.8195976755931926,973.0,-0.9157511612743292,-2.0,-1910.0,-35.834259171542726,26.25,28.875
31,2020-11-20 06:56:00,3572.5,3573.0,3572.25,3572.5,453.0,3572.5,97.0,25.373073456617195,3573.140155661873,3574.0888386468664,0.816117791813533,973.0,-0.9486829849934111,-2.0,-1910.0,-37.9567074666425,26.25,28.875
32,2020-11-20 06:57:00,3572.5,3573.0,3572.5,3572.5,845.0,3572.6,161.0,25.373073456617192,3573.0121245294986,3573.971146895247,0.8003119022228564,973.0,-0.9590223657482966,-2.0,-1910.0,-24.88955194588257,26.375,28.875
33,2020-11-20 06:58:00,3572.5,3572.75,3571.75,3572.25,1306.0,3572.175,256.0,20.454916794248724,3572.8596996235988,3573.843654532636,0.8102963071117136,1306.0,-0.9839549090370383,-2.0,-3216.0,-38.65980825409009,26.125,29.0
34,2020-11-20 06:59:00,3572.25,3572.25,3570.75,3571.0,1675.0,3571.35,359.0,9.249505357700224,3572.487759698879,3573.6330134561445,0.8447814917561279,1675.0,-1.1452537572654364,-3.0,-4891.0,-44.281918560037056,25.625,29.75
35,2020-11-20 07:00:00,3571.0,3571.25,3570.0,3570.25,1362.0,3570.8,330.0,6.555945249030246,3572.0402077591034,3573.3824198668003,0.8650424171683216,1675.0,-1.3422121076969233,-3.0,-6253.0,-47.05824682687288,25.375,30.125
36,2020-11-20 07:01:00,3570.5,3570.75,3570.0,3570.75,1560.0,3570.55,229.0,24.804171805499497,3571.782166207283,3573.1874258025928,0.8592902963099055,1675.0,-1.4052595953098717,-3.0,-4693.0,-38.39173938111256,25.5,29.875
37,2020-11-20 07:02:00,3570.75,3572.25,3570.5,3571.25,1538.0,3571.3,358.0,39.558357899026156,3571.6757329658262,3573.0439127801783,0.9038257814944103,1675.0,-1.368179814352061,-3.0,-3155.0,2.365942819233745,25.75,29.625
38,2020-11-20 07:03:00,3571.25,3571.75,3570.5,3571.5,1484.0,3571.075,313.0,46.160739385158784,3571.640586372661,3572.9295488705357,0.9211344924196897,1675.0,-1.2889624978747634,-3.0,-1671.0,39.78244017411696,26.0,29.375
39,2020-11-20 07:04:00,3571.5,3573.0,3571.25,3573.0,1725.0,3572.3,402.0,70.40607473685543,3571.912469098129,3572.9347674727182,0.9625777677987053,1725.0,-1.0222983745893544,-3.0,54.0,44.760079259670206,26.5,28.75
40,2020-11-20 07:05:00,3573.0,3573.75,3572.75,3573.25,1721.0,3573.2,458.0,72.94438807592482,3572.179975278503,3572.958118030295,0.96444887940877,1725.0,-0.77814275179162,-3.0,1775.0,44.955674015099504,26.75,28.375
41,2020-11-20 07:06:00,3573.5,3573.5,3572.75,3573.25,1008.0,3573.225,215.0,72.94438807592482,3572.3939802228024,3572.97973891694,0.9537264354383315,1725.0,-0.5857586941374393,-3.0,1775.0,47.19186679847076,26.75,28.375
42,2020-11-20 07:07:00,3573.25,3574.0,3572.75,3573.5,1783.0,3573.575,392.0,76.14181149132563,3572.615184178242,3573.0182767749443,0.9685401136664149,1783.0,-0.40309259670220854,-3.0,3558.0,42.97348950963263,26.875,28.25
43,2020-11-20 07:08:00,3573.5,3573.5,3573.0,3573.25,1136.0,3573.2,226.0,66.34153518419363,3572.742147342594,3573.0354414582816,0.9451131079830942,1783.0,-0.29329411568778596,-3.0,2422.0,36.65581473603746,26.75,28.375
44,2020-11-20 07:09:00,3573.25,3573.5,3572.25,3573.0,1373.0,3572.7,257.0,57.14720451012036,3572.793717874075,3573.0328161650755,0.9603574525839396,1783.0,-0.23909829100057323,-3.0,1049.0,-7.313248349323412,26.625,28.5
45,2020-11-20 07:10:00,3573.25,3573.75,3572.75,3573.75,497.0,3573.275,121.0,71.80209800304709,3572.98497429926,3573.0859408935885,0.9623395799547426,1783.0,-0.10096659432838351,-3.0,1546.0,-25.314951658918037,26.875,28.125
46,2020-11-20 07:11:00,3573.75,3575.0,3573.75,3574.75,931.0,3574.45,206.0,82.03921357749918,3573.337979439408,3573.2092045311006,0.9767226009570054,1783.0,0.12877490830760507,1.0,2477.0,-25.842595681419805,27.375,27.75
47,2020-11-20 07:12:00,3574.5,3575.0,3574.25,3574.5,598.0,3574.525,170.0,73.68008596770736,3573.5703835515264,3573.304819010278,0.9653864709091551,1783.0,0.2655645412482954,1.0,1879.0,5.4721402961643575,27.375,27.625
48,2020-11-20 07:13:00,3574.75,3575.25,3574.5,3575.0,681.0,3574.95,207.0,79.02343797896533,3573.8563068412213,3573.43038797248,0.9546171473636973,1783.0,0.42591886874151896,1.0,2560.0,41.60999473978038,27.375,27.625
49,2020-11-20 07:14:00,3574.75,3578.25,3574.75,3577.25,2967.0,3576.575,678.0,90.20684912387023,3574.535045472977,3573.7133221967406,1.0818862899955124,2967.0,0.8217232762362983,2.0,5527.0,38.9499817929228,28.5,26.375
50,2020-11-20 07:15:00,3577.0,3577.75,3576.5,3577.25,1739.0,3577.025,455.0,90.20684912387023,3575.0780363783815,3573.9752983303156,1.0902919754957368,2967.0,1.1027380480659303,2.0,5527.0,46.9063213540841,28.625,26.25
51,2020-11-20 07:16:00,3577.5,3577.75,3577.0,3577.5,1418.0,3577.375,306.0,91.03649955289097,3575.562429102705,3574.236387342885,1.07327737672095,2967.0,1.3260417598203276,3.0,6945.0,45.965068183237655,28.75,26.375
52,2020-11-20 07:17:00,3577.25,3577.5,3576.75,3577.25,1111.0,3577.025,212.0,82.31916586014559,3575.8999432821643,3574.4596179100786,1.0571135078849025,2967.0,1.440325372085681,3.0,5834.0,36.00436996186379,28.5,26.5
53,2020-11-20 07:18:00,3577.25,3577.5,3575.75,3575.75,1357.0,3576.55,271.0,47.91085721963369,3575.869954625731,3574.5552017685914,1.0917578324906574,2967.0,1.3147528571398652,3.0,4477.0,-16.20384740341108,28.0,27.0
54,2020-11-20 07:19:00,3576.0,3576.5,3575.25,3575.5,898.0,3575.85,173.0,44.07295995099344,3575.795963700585,3574.6251868227696,1.0996699408661246,2967.0,1.1707768778155696,3.0,3579.0,-37.09907085265926,27.875,27.125
55,2020-11-20 07:20:00,3575.75,3576.75,3575.5,3576.25,885.0,3576.025,198.0,56.99222131020687,3575.8867709604683,3574.7455433544164,1.1071864438228185,2967.0,1.1412276060518707,3.0,4464.0,-40.617551628981005,28.25,26.75
56,2020-11-20 07:21:00,3576.25,3577.5,3576.25,3577.5,798.0,3577.075,182.0,70.9652967475854,3576.2094167683745,3574.9495771800152,1.1143271216316777,2967.0,1.2598395883592275,3.0,5262.0,-11.597927031938283,28.75,26.25
57,2020-11-20 07:22:00,3577.5,3578.75,3577.0,3578.25,1279.0,3577.95,341.0,76.65405746864455,3576.6175334146997,3575.1940529444587,1.1461107655500937,2967.0,1.4234804702409747,3.0,6541.0,38.12269685110498,29.125,25.875
58,2020-11-20 07:23:00,3578.5,3578.75,3577.5,3577.5,1278.0,3578.2,256.0,61.57387004892353,3576.79402673176,3575.3648638374616,1.151305227272589,2967.0,1.4291628942983152,3.0,5263.0,36.327564499659,28.75,26.25
59,2020-11-20 07:24:00,3577.5,3577.5,3576.5,3576.75,1428.0,3576.8,309.0,49.42067929243985,3576.785221385408,3575.4674665161683,1.1437399659089595,2967.0,1.3177548692397067,3.0,3835.0,-10.526047341916994,28.375,26.625
60,2020-11-20 07:25:00,3576.75,3576.75,3575.25,3575.75,937.0,3576.125,255.0,37.18749458151753,3576.5781771083266,3575.488394922378,1.1615529676135117,2967.0,1.0897821859484793,3.0,2898.0,-39.22305443022908,27.75,27.25
61,2020-11-20 07:26:00,3575.75,3578.25,3575.5,3577.5,2991.0,3577.45,463.0,59.25170287325893,3576.7625416866613,3575.6374027059055,1.240975319232836,2991.0,1.1251389807557644,3.0,5889.0,-21.942276926447292,28.75,26.25
62,2020-11-20 07:27:00,3577.5,3577.75,3576.0,3576.5,798.0,3576.825,156.0,47.36696177257965,3576.710033349329,3575.7012988017646,1.2664265532711942,2991.0,1.0087345475644725,3.0,5091.0,12.881243099881695,28.25,26.75
63,2020-11-20 07:28:00,3576.25,3577.75,3576.25,3577.25,1904.0,3577.075,397.0,55.69774764839849,3576.8180266794634,3575.8160174090413,1.2781052256076344,2991.0,1.0020092704221497,3.0,6995.0,39.73148651189798,28.75,26.25
64,2020-11-20 07:29:00,3577.25,3577.5,3574.75,3575.25,3967.0,3576.075,673.0,36.46090707095322,3576.504421343571,3575.7740901935567,1.3516999643272527,3967.0,0.7303311500140808,3.0,3028.0,7.596475432372867,27.625,27.625
65,2020-11-20 07:30:00,3575.25,3575.75,3571.75,3574.0,14807.0,3573.925,2969.0,28.713276612706075,3576.0035370748565,3575.6426761051453,1.48411496611089,14807.0,0.3608609697112115,-1.0,-11779.0,-38.548727006072596,27.125,27.875
66,2020-11-20 07:31:00,3574.25,3576.0,3573.5,3573.75,6893.0,3574.725,1603.0,27.264887828977997,3575.552829659885,3575.5024778751344,1.5349092178053456,14807.0,0.05035178475054636,-1.0,-18672.0,-45.936419956545585,27.0,28.0
67,2020-11-20 07:32:00,3573.75,3574.25,3571.5,3574.0,7743.0,3573.225,1434.0,31.579097141023095,3575.242263727908,3575.3911832177173,1.5956637569150784,14807.0,-0.14891948980948655,-1.0,-10929.0,-41.88703452639482,27.0,28.0
68,2020-11-20 07:33:00,3574.0,3575.5,3573.5,3573.75,3918.0,3574.5,1076.0,29.399355963098255,3574.9438109823263,3575.269614090479,1.6158805690693245,14807.0,-0.3258031081527406,-1.0,-14847.0,-32.75390503712171,27.0,28.0
69,2020-11-20 07:34:00,3573.75,3574.5,3572.25,3573.5,4876.0,3573.5,1269.0,27.064227052814587,3574.6550487858613,3575.1385315652583,1.6475865406158583,14807.0,-0.4834827793970362,-1.0,-19723.0,-28.7532370255812,26.875,28.375
70,2020-11-20 07:35:00,3573.5,3573.5,3570.0,3571.0,6336.0,3571.2,1455.0,13.580673485654666,3573.924039028689,3574.8319736715353,1.7402072135850652,14807.0,-0.9079346428461577,-3.0,-26059.0,-31.92620704333328,25.75,30.0
71,2020-11-20 07:36:00,3570.75,3573.25,3570.25,3572.0,4627.0,3571.7,1171.0,30.81488466206701,3573.5392312229515,3574.622197844014,1.803196852905812,14807.0,-1.0829666210624964,-3.0,-21432.0,-40.42318516000397,26.5,29.375
72,2020-11-20 07:37:00,3572.0,3573.25,3571.5,3572.5,3899.0,3572.475,985.0,38.48248289757151,3573.3313849783613,3574.4649980037166,1.8005370102605212,14807.0,-1.1336130253553165,-3.0,-17533.0,-14.177558767459777,26.75,29.25
73,2020-11-20 07:38:00,3572.25,3573.5,3571.5,3572.75,4676.0,3572.7,951.0,42.46758369887891,3573.215107982689,3574.3379611145524,1.8105101597474953,14807.0,-1.122853131863394,-3.0,-12857.0,33.9950438874376,26.75,29.0
74,2020-11-20 07:39:00,3572.75,3574.25,3572.25,3573.5,4101.0,3573.325,795.0,53.71206833465182,3573.2720863861514,3574.275889920882,1.8199846517601206,14807.0,-1.0038035347306504,-3.0,-8756.0,44.94929197072637,27.125,28.5
75,2020-11-20 07:40:00,3573.5,3574.0,3572.0,3573.0,4826.0,3573.025,1089.0,46.189160161502635,3573.217669108921,3574.181379556372,1.8289854191721144,14807.0,-0.9637104474509215,-3.0,-13582.0,37.68209465031755,26.75,29.0
76,2020-11-20 07:41:00,3572.75,3574.5,3572.5,3574.25,4144.0,3573.65,992.0,62.571248059446525,3573.424135287137,3574.186462552196,1.8375361482135086,14807.0,-0.7623272650594117,-3.0,-9438.0,35.17605218268448,27.5,28.25
77,2020-11-20 07:42:00,3574.5,3575.25,3573.75,3574.75,2519.0,3574.65,741.0,67.51594543591887,3573.6893082297092,3574.2282060668485,1.8206593408028333,14807.0,-0.5388978371393023,1.0,-6919.0,33.901479880827765,27.75,27.875
78,2020-11-20 07:43:00,3574.75,3577.0,3574.75,3576.5,4251.0,3576.125,1021.0,79.41414654964231,3574.2514465837676,3574.396487098934,1.8421263737626916,14807.0,-0.145040515166329,2.0,-2668.0,34.62324094821545,28.375,27.0
79,2020-11-20 07:44:00,3576.25,3577.5,3575.75,3576.5,3710.0,3576.575,838.0,79.41414654964231,3574.701157267014,3574.5523028693833,1.8375200550745572,14807.0,0.14885439763065733,2.0,-2668.0,46.345946350332255,28.25,26.75
80,2020-11-20 07:45:00,3576.75,3577.25,3575.0,3575.5,3360.0,3576.125,833.0,59.84333484103337,3574.860925813611,3574.6225026568363,1.8581440523208292,14807.0,0.23842315677484294,2.0,-6028.0,33.18954661679929,27.625,27.25
81,2020-11-20 07:46:00,3575.25,3576.5,3574.5,3575.5,2814.0,3575.475,841.0,59.84333484103336,3574.9887406508888,3574.6875024600336,1.8652368497047878,14807.0,0.30123819085520154,2.0,-6028.0,-8.44572540761207,27.875,27.125
82,2020-11-20 07:47:00,3575.5,3575.75,3573.5,3574.25,3330.0,3574.6,889.0,40.39843997435113,3574.840992520711,3574.6550948704016,1.8844750072195484,14807.0,0.18589765030947092,2.0,-9358.0,-45.025681656510976,27.25,27.875
83,2020-11-20 07:48:00,3574.25,3575.25,3574.0,3574.75,3166.0,3574.75,617.0,48.72829720227672,3574.822794016569,3574.6621248800016,1.852751256858571,14807.0,0.1606691365673214,2.0,-6192.0,-31.819941648234003,27.5,27.625
84,2020-11-20 07:49:00,3574.75,3575.75,3574.75,3575.0,2710.0,3575.2,546.0,52.847076945175075,3574.8582352132553,3574.687152666668,1.8101136940156421,14807.0,0.17108254658705846,2.0,-3482.0,18.544867527091164,27.5,27.5
85,2020-11-20 07:50:00,3575.0,3575.5,3572.25,3573.25,3656.0,3574.1,892.0,31.033418813403163,3574.5365881706043,3574.5806969135815,1.88210800931486,7743.0,-0.04410874297718692,2.0,-7138.0,13.975657720066286,26.75,28.375
86,2020-11-20 07:51:00,3573.25,3573.75,3572.0,3572.5,1953.0,3572.95,610.0,25.41376281187841,3574.1292705364835,3574.426571216279,1.8755026088491171,7743.0,-0.2973006797956259,-1.0,-9091.0,-1.606512911251926,26.25,28.75
87,2020-11-20 07:52:00,3572.5,3573.0,3571.25,3571.25,2222.0,3572.4,523.0,18.45242952231838,3573.5534164291867,3574.191269644703,1.8692274784066611,6336.0,-0.6378532155163157,-2.0,-11313.0,-38.995497934613965,25.75,29.25
88,2020-11-20 07:53:00,3571.25,3572.25,3571.0,3571.5,2937.0,3571.25,733.0,23.678895303411135,3573.1427331433492,3573.991916337688,1.838266104486328,6336.0,-0.8491831943388206,-2.0,-8376.0,-35.497099953146694,26.0,29.5
89,2020-11-20 07:54:00,3571.5,3571.5,3568.5,3569.75,6521.0,3569.4,1216.0,15.171035030705415,3572.4641865146796,3573.677700312674,1.8963527992620115,6521.0,-1.2135137979944375,-3.0,-14897.0,-37.34868589449604,25.25,30.625
90,2020-11-20 07:55:00,3569.5,3570.25,3567.5,3567.5,3923.0,3569.1,924.0,9.617450767720793,3571.4713492117435,3573.2200928821057,1.939035159298911,6521.0,-1.7487436703622734,-4.0,-18820.0,-41.4283102480309,24.5,31.75
91,2020-11-20 07:56:00,3567.5,3568.0,3566.25,3566.5,4149.0,3567.125,1070.0,7.992101685668226,3570.4770793693947,3572.722308224172,1.9295834013339654,6521.0,-2.2452288547774515,-5.0,-22969.0,-42.7770232814015,24.25,32.5
92,2020-11-20 07:57:00,3566.5,3567.0,3565.75,3566.5,3717.0,3566.3,869.0,7.992101685668225,3569.6816634955157,3572.261396503863,1.8956042312672672,6521.0,-2.5797330083473753,-5.0,-22969.0,-45.60253509323775,24.0,32.75
93,2020-11-20 07:58:00,3566.5,3569.25,3566.0,3568.75,4760.0,3567.85,1133.0,42.28369885784593,3569.4953307964124,3572.0012930591324,1.9633240197039037,6521.0,-2.505962262720004,-5.0,-18209.0,-28.09532368242584,25.0,31.25
94,2020-11-20 07:59:00,3568.75,3570.75,3568.5,3570.5,3021.0,3569.275,820.0,57.63474484946387,3569.69626463713,3571.8900861658635,1.9776578187187084,6521.0,-2.193821528733679,1.0,-15188.0,31.721084382685074,25.75,30.25
95,2020-11-20 08:00:00,3570.5,3572.5,3570.25,3571.25,4770.0,3571.425,1169.0,62.91836496562146,3570.007011709704,3571.8426723757993,1.9912749277827728,6521.0,-1.835660666095464,1.0,-10418.0,46.342084476333696,26.0,29.75
96,2020-11-20 08:01:00,3571.0,3572.25,3570.5,3572.0,3758.0,3571.3,708.0,67.91954302953262,3570.405609367763,3571.854326273888,1.9792111813936342,6521.0,-1.4487169061249006,2.0,-6660.0,44.74345292132935,26.25,29.5
97,2020-11-20 08:02:00,3571.75,3572.0,3569.25,3570.0,5489.0,3570.7,995.0,46.855130900096285,3570.3244874942106,3571.7169687721184,2.0177506223239527,6521.0,-1.392481277907791,2.0,-12149.0,35.57023354132782,25.75,30.5
98,2020-11-20 08:03:00,3570.25,3570.5,3567.5,3568.75,6247.0,3569.0,1223.0,37.71658696433457,3570.0095899953685,3571.497193307517,2.066863091207755,6521.0,-1.4876033121486216,2.0,-18396.0,-15.518672049949856,25.0,31.25
99,2020-11-20 08:04:00,3568.75,3570.5,3568.5,3569.0,3553.0,3569.475,848.0,40.61230535387644,3569.8076719962946,3571.312216025479,2.063519936647367,6521.0,-1.504544029184217,2.0,-14843.0,-35.05488154120732,25.25,31.25
100,2020-11-20 08:05:00,3569.0,3569.25,3568.5,3569.0,3041.0,3568.9,575.0,40.61230535387643,3569.6461375970357,3571.1409407643323,1.9978439398149987,6521.0,-1.4948031672965953,2.0,-14843.0,-33.008764065177516,25.125,31.375
101,2020-11-20 08:06:00,3568.75,3571.75,3568.75,3570.75,2189.0,3570.225,693.0,60.63162994718368,3569.8669100776287,3571.1119821891966,2.0479517428242486,6521.0,-1.245072111567879,2.0,-12654.0,9.248315299342032,26.0,30.25
102,2020-11-20 08:07:00,3571.0,3571.75,3569.5,3569.75,2269.0,3570.775,507.0,48.865639193987754,3569.843528062103,3571.0110946196264,2.058054155683036,6521.0,-1.1675665575235143,2.0,-14923.0,32.47119229084849,25.5,30.75
103,2020-11-20 08:08:00,3569.75,3570.25,3569.0,3569.75,1503.0,3569.525,487.0,48.86563919398776,3569.8248224496824,3570.9176802033576,2.017651447898884,6521.0,-1.0928577536751618,2.0,-14923.0,-2.4227044059533847,25.5,30.75
104,2020-11-20 08:09:00,3569.75,3571.5,3569.25,3570.5,1695.0,3570.675,460.0,58.33964266368309,3569.959857959746,3570.8867409290347,2.02926887550394,6521.0,-0.9268829692887266,2.0,-13228.0,9.615400920957946,25.875,30.375
105,2020-11-20 08:10:00,3570.5,3571.75,3568.75,3569.0,2721.0,3570.55,640.0,39.871497955432986,3569.7678863677966,3570.7469823416986,2.077805431728743,6521.0,-0.9790959739020764,2.0,-15949.0,-30.720207994306882,25.25,31.25
106,2020-11-20 08:11:00,3569.0,3569.75,3566.5,3567.5,3816.0,3567.975,1026.0,28.567319421773817,3569.314309094237,3570.5064651312023,2.136415160142306,6521.0,-1.192156036965116,-1.0,-19765.0,-33.2386888429816,24.5,32.125
107,2020-11-20 08:12:00,3567.5,3567.75,3564.0,3564.0,6807.0,3565.425,1574.0,15.636878804019169,3568.2514472753896,3570.024504751113,2.217094402135191,6807.0,-1.7730574757233626,-4.0,-26572.0,-41.807365344312934,23.375,34.0
108,2020-11-20 08:13:00,3564.25,3565.25,3563.0,3564.0,4393.0,3564.25,1096.0,15.636878804019172,3567.4011578203117,3569.5782451399195,2.2187396820284313,6807.0,-2.1770873196078355,-4.0,-26572.0,-48.1999011467725,23.25,34.375
109,2020-11-20 08:14:00,3564.0,3564.5,3563.25,3564.25,2325.0,3564.05,576.0,19.693696211051208,3566.7709262562494,3569.18356031474,2.17030269792701,6807.0,-2.4126340584907666,-4.0,-24247.0,-41.387147287819005,23.5,34.375
110,2020-11-20 08:15:00,3564.0,3564.25,3563.0,3563.5,3268.0,3563.725,839.0,16.6849297920348,3566.1167410049993,3568.7625558469817,2.1242875630306592,6807.0,-2.6458148419824283,-4.0,-27515.0,-34.21570213243741,23.125,34.75
